Index	Items	Price	PriceWatts	PriceAlternate	Pouch	EffectField	ItemSprite	GroupType	CanUseOnPokemon	GroupIndex	Boost0	Boost1	Boost2	Boost3	ItemID	Data
718	音速自行车	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	718	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
719	越野自行车	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	719	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
720	吼吼鲸喷壶	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	720	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
721	得文的物品	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	721	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
722	集灰袋	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	722	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
723	地下钥匙	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	723	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
724	宝可方块套装	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	724	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
725	给大吾的信	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	725	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
726	无限船票	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	726	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
727	探测器	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	727	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
728	ＧＯＧＯ护目镜	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	728	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
729	陨石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	729	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
730	１号客房的钥匙	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	730	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
731	２号客房的钥匙	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	731	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
732	４号客房的钥匙	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	732	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
733	６号客房的钥匙	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	733	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
734	仓库钥匙	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	734	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
735	得文侦测镜	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	735	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
736	船票	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	736	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
737	秘传学习器０７	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	737	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
738	得文潜水装备	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	738	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
739	演出礼服	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	739	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
740	演出礼裙	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	740	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
741	熔岩装	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	741	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
742	海洋装	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	742	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
743	双人票	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	743	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
744	超级手镯	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	744	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
745	超级吊坠	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	745	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
746	超级眼镜	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	746	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
747	超级船锚	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	747	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
748	超级领针	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	748	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
749	超级头冠	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	749	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
750	超级脚镯	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	750	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
751	陨石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	751	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
752	巨沼怪进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	752	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
753	蜥蜴王进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	753	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
754	勾魂眼进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	754	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
755	七夕青鸟进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	755	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
756	艾路雷朵进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	756	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
757	差不多娃娃进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	757	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
758	巨金怪进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	758	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
759	巨牙鲨进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	759	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
760	呆壳兽进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	760	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
761	大钢蛇进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	761	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
762	大比鸟进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	762	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
763	冰鬼护进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	763	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
764	蒂安希进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	764	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
765	惩戒之壶	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	765	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
766	超级护腕	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	766	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
767	喷火驼进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	767	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
768	长耳兔进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	768	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
769	暴飞龙进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	769	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
770	大针蜂进化石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	770	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
771	陨石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	771	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
772	陨石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	772	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
773	钥石	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	773	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
774	陨石碎片	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	774	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
775	无限之笛	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	775	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
776	一般Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	776	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
777	火Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	777	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
778	水Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	778	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
779	电Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	779	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
780	草Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	780	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
781	冰Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	781	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
782	格斗Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	782	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
783	毒Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	783	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
784	地面Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	784	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
785	飞行Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	785	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
786	超能力Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	786	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
787	虫Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	787	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
788	岩石Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	788	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
789	幽灵Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	789	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
790	龙Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	790	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
791	恶Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	791	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
792	钢Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	792	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
793	妖精Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	793	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
794	皮卡丘Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	794	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
795	银色王冠	5000	0	25	Treasures	0	795	None	False	0	0	0	0	0	795	136|19|0|0|0|0|0|0|25|0|0|0|0|0|0|0|159|6|30|0|0|0|10|0|10|0|27|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
796	金色王冠	10000	0	0	Treasures	0	796	None	False	0	0	0	0	0	796	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|6|30|0|0|0|10|0|11|0|28|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
797	Ｚ手环	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	797	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
798	狙射树枭Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	798	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
799	炽焰咆哮虎Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	799	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
800	西狮海壬Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	800	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
801	卡璞Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	801	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
802	玛夏多Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	802	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
803	阿罗雷Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	803	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
804	卡比兽Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	804	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
805	伊布Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	805	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
806	梦幻Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	806	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
807	一般Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	807	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
808	火Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	808	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
809	水Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	809	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
810	电Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	810	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
811	草Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	811	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
812	冰Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	812	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
813	格斗Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	813	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
814	毒Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	814	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
815	地面Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	815	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
816	飞行Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	816	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
817	超能力Ｚ	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	817	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
